,site_info,,,,,,,,,,,,,,,,,,,,,
site_id,BRa,,,,,,,,,,,,,,,,,,,,,
site_name,Freda Sandstone along Bad River (section a),,,,,,,,,,,,,,,,,,,,,
site_lat,46.38518183,(ºN),,,,,,,,,,,,,,,,,,,,
site_long,-90.63366668,(ºE),,,,,,Sun Compass Information,,,,,,,,,Calculated Fields,,,,,
site_elevation,0.0,,,,,,,,,,,,,,,,,,,,,
sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike
.1a,mag compass orientation (IGRF corrected),1.2,66,18.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,63.9,nan
.2a,mag compass orientation (IGRF corrected),1.4,79,53.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,76.9,nan
.3a,mag compass orientation (IGRF corrected),1.7,134,40.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,131.9,nan
.4a,mag compass orientation (IGRF corrected),1.9,116,17.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,113.9,nan
.5a,mag compass orientation (IGRF corrected),2.1,49,36.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,46.9,nan
.6a,mag compass orientation (IGRF corrected),2.7,3,33.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,0.9,nan
.7a,mag compass orientation (IGRF corrected),3.8,209,72.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,206.9,nan
.8a,mag compass orientation (IGRF corrected),4.2,139,20.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,136.9,nan
.9a,mag compass orientation (IGRF corrected),4.7,121,44.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,118.9,nan
.10a,mag compass orientation (IGRF corrected),4.9,82,22.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,79.9,nan
.11a,mag compass orientation (IGRF corrected),4.6,101,25.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,98.9,nan
.12a,mag compass orientation (IGRF corrected),4.85,103,28.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,100.9,nan
.13a,mag compass orientation (IGRF corrected),5.2,26,24.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,23.9,nan
.14a,mag compass orientation (IGRF corrected),5.8,189,55.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,186.9,nan
.15a,sun compass orientation,7.1,166,7.0,211.2,73.1,no,164.0,-5.0,2016.0,8.0,4.0,13.0,14.0,1.0,nan,166.7,[357.86578465159499; 72.60796041780165; 55855.011425340075],-2.13421534841,0.7,166.7,nan
.16a,mag compass orientation (IGRF corrected),7.7,208,65.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,205.9,nan
.17a,sun compass orientation,9.3,320,11.0,211.2,73.1,no,312.0,-5.0,2016.0,8.0,4.0,13.0,23.0,1.0,nan,319.0,[357.86578364360673; 72.607959370750564; 55855.009429389065],-2.13421635639,-1.0,319.0,nan
.18a,mag compass orientation (IGRF corrected),10.4,82,29.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,79.9,nan
.19a,mag compass orientation (IGRF corrected),12.7,52,15.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,49.9,nan
.20a,mag compass orientation (IGRF corrected),12.9,219,46.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,216.9,nan
.21a,sun compass orientation,13.2,121,57.0,211.2,73.1,no,108.0,-5.0,2016.0,8.0,4.0,13.0,37.0,1.0,nan,121.7,[357.86578207562513; 72.607957742004245; 55855.006324576425],-2.13421792437,0.7,121.7,nan
.22a,sun compass orientation,14.2,205,62.0,211.2,73.1,no,189.0,-5.0,2016.0,8.0,4.0,13.0,40.0,1.0,nan,204.1,[357.86578173962909; 72.607957392987146; 55855.005659259477],-2.13421826037,-0.9,204.1,nan
.23a,mag compass orientation (IGRF corrected),18.9,315,3.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,312.9,nan
.24a,sun compass orientation,14.7,207,26.0,211.2,73.1,no,187.0,-5.0,2016.0,8.0,4.0,13.0,48.0,1.0,nan,205.8,[357.86578084363964; 72.607956462274856; 55855.00388508082],-2.13421915636,-1.2,205.8,nan
.25a,mag compass orientation (IGRF corrected),14.9,218,40.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,215.9,nan
.26a,mag compass orientation (IGRF corrected),15.9,227,30.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,224.9,nan
.27a,mag compass orientation (IGRF corrected),16.2,281,18.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,278.9,nan
.28a,mag compass orientation (IGRF corrected),16.7,346,38.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,343.9,nan
.29a,mag compass orientation (IGRF corrected),17.1,6,20.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,3.9,nan
.30a,mag compass orientation (IGRF corrected),17.5,213,59.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,210.9,nan
.31a,mag compass orientation (IGRF corrected),17.9,348,19.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,345.9,nan
.32a,sun compass orientation,18.2,319,13.0,211.2,73.1,no,283.0,-5.0,2016.0,8.0,4.0,14.0,22.0,1.0,nan,316.4,[357.86577703568491; 72.607952506746898; 55854.99634482187],-2.13422296432,-2.6,316.4,nan
.33a,mag compass orientation (IGRF corrected),18.5,320,33.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,317.9,nan
.34a,mag compass orientation (IGRF corrected),19.3,61,19.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,58.9,nan
.35a,mag compass orientation (IGRF corrected),19.8,208,25.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,205.9,nan
.36a,mag compass orientation (IGRF corrected),20.3,319,29.0,211.2,73.1,no,nan,-5.0,2016.0,8.0,4.0,1.0,1.0,1.0,nan,nan,[357.86586674679086; 72.608045694029173; 55855.173984528796],-2.13413325321,insufficient data,316.9,nan
